,value_factor,rho,p_val,no_items,no_pos,no_prop,p_bonferonni
317,1.0020095660309063,0.9323529411764706,1.4517544390481194e-07,18.0,16.0,4.0,0.00014517544390481193
318,1.0,1.0,0.0,18.0,12.0,4.0,0.0
319,0.9988749481020629,0.8626373626373626,0.00014744785947619764,20.0,13.0,4.0,0.14744785947619762
320,0.9890499554287135,0.8060606060606059,0.004862061101964606,11.0,10.0,4.0,4.862061101964606
321,0.997988270215691,0.9780219780219779,7.757814031393615e-09,14.0,13.0,4.0,7.757814031393615e-06
322,1.0448374824018456,0.8951048951048951,8.36658642909172e-05,14.0,12.0,2.0,0.0836658642909172
323,0.9991689357260991,0.9912087912087912,6.540154944134387e-12,16.0,14.0,4.0,6.540154944134387e-09
324,0.9993190708854051,0.9818181818181818,8.403066433955246e-08,13.0,11.0,3.0,8.403066433955245e-05
325,0.9789573083408654,0.9090909090909091,0.00010559337630360869,12.0,11.0,4.0,0.1055933763036087
326,0.9997492462704922,0.8941176470588235,3.0113099296374175e-06,21.0,16.0,3.0,0.0030113099296374176
327,1.0,1.0,0.0,20.0,18.0,2.0,0.0
328,0.9995346724496201,0.9794117647058824,3.982009789755264e-11,22.0,16.0,3.0,3.9820097897552636e-08
329,1.0001507530459044,0.9930069930069931,1.3016730560634403e-10,14.0,12.0,3.0,1.3016730560634403e-07
330,1.0,1.0,0.0,14.0,11.0,2.0,0.0
